image_filename,internal_label,confidence,taxonomy_status,json_file
fish_002667000108_02688.png,Acanthurus_nigrofuscus,0.9771,verified,6aeb4c572a9b227ec9f7dd3e459f7e437b634887364e4d8d430a6d0717fe266f.json
fish_003418245273_20574.png,Acanthurus_nigrofuscus,0.9972,verified,924af53aa1f4d4dd2499d97e22186d95daef6cbf5afef23ce3de7a6cfd107ed8.json
fish_003418295273_20557.png,Acanthurus_nigrofuscus,0.9708,verified,08ef996bf6bf9b54b680abeaccefb0ca78426370415fbbc94428d7d5e93d2727.json
fish_003445385304_23546.png,Acanthurus_nigrofuscus,0.8854,verified,bc5f05447ee2cd6f93cd6e88b0fd5195bc722fcf40aad5480c41b9111956b75c.json
fish_003460000108_03277.png,Acanthurus_nigrofuscus,0.9462,verified,8d18cbcecf56b73f2fbdfd066ae0b9146c0f849996e5c6bec16f3d1717b3bdc1.json
fish_003629135658_22997.png,Acanthurus_nigrofuscus,0.9906,verified,a4a67e9a892cf54923be3aec07130bf77557d10d530f6a2f2322b8464be788f5.json
fish_003755435976_13068.png,Chromis_chrysura,0.9456,verified,27f3c06f63253502d9f811b96667244fa84247bd7b1ad51e09c97c2ab2b8d9c0.json
fish_003838526180_21527.png,Acanthurus_nigrofuscus,0.8121,verified,679e13a82c6e6645613b3015d371d635ef6d6c51538156ca2bf24aae7215cc20.json
fish_004583837425_26125.png,Acanthurus_nigrofuscus,0.7066,verified,bc7409a3aaf67c9915f384e096c4c42cbf77edac6aea7df26c3f710205348186.json
fish_000000019599_07759.png,Amphiprion_clarkii,1.0000,verified,63f61455fd66f2b5921968b94962201d1ad76b213406fe27454072f5fb442c41.json
fish_000003279599_07919.png,Amphiprion_clarkii,1.0000,verified,c1547d3783e23477dee669476f211c7df41bbbb0d3a9db21343397f500d222db.json
fish_000003279599_07933.png,Amphiprion_clarkii,0.9947,verified,fec46c3f99237ecf0a7d74e9bc63ea70daf6196b5b14d2418d7fa96bbfcb67ff.json
fish_000008919599_08175.png,Amphiprion_clarkii,0.9988,verified,cb0bbe856328e84361bc81bff506f625e6b46d0c05b25ebe3bc28125303a3f30.json
fish_000014989599_08483.png,Amphiprion_clarkii,0.9820,verified,8e57ab34a1547f79f591dbd690fdf432167e2b0d4e62a24326cc67c515edcc84.json
fish_000014989599_08492.png,Amphiprion_clarkii,0.3985,low_confidence,441d94de85a9ce0662d75b70aae7adce6bbe39ebe13bc2abed92088479c5027b.json
fish_000019259599_08751.png,Amphiprion_clarkii,1.0000,verified,6f9741ec9fc0afd1350ab2f518da9f07b8de26ebee182808eab1f91860e70568.json
fish_000019259599_08752.png,Amphiprion_clarkii,1.0000,verified,9045bde290f0cf085e8c5314600f7a6afa42fca0bacbd0a23b819439098e13d3.json
fish_000022119599_08895.png,Amphiprion_clarkii,0.9934,verified,d32714666b303d7d5bdbad1841ca5fe1e522a06d23afc3b7b9e5c53ec96f6e4d.json
fish_000060489598_06141.png,Amphiprion_clarkii,1.0000,verified,e5905b28bae3d7cca4f9e7da1e57022017983c4eb9825e2af5ad5d4eec299e15.json
fish_003414655267_21258.png,Amphiprion_clarkii,0.5636,low_confidence,36690c57753f520b1889d3a9914ac67b558a8abc86b26e1c51abde69977a3521.json
fish_003421805277_20612.png,Amphiprion_clarkii,0.9993,verified,3c977887531a5745ab2d104cd6b19d322c0a8a8bcfd63b6c4ddc231f7d096ec1.json
fish_003554545480_10699.png,Amphiprion_clarkii,1.0000,verified,e7ca4861e379373f7f35f99b6760d2b9c558f6460daa9abbef5ff3f775cebe65.json
fish_003555065480_08980.png,Amphiprion_clarkii,1.0000,verified,a13bb87b15a5f3e039300d68ba40dd91ee51ae005d867ba7eb1e6763b6c66e2b.json
fish_003591195585_20852.png,Amphiprion_clarkii,1.0000,verified,791ab1441415055f125ebcf947145d49d149b69ba6c19e8df576c67a1a71004c.json
fish_003636495685_10230.png,Amphiprion_clarkii,1.0000,verified,3fce9b1c50361dcfea414b401e58c3f000752c99b39a5dcbf755f088b1acf357.json
fish_003754245970_27031.png,Amphiprion_clarkii,0.9999,verified,40c0b0c467bbc869ae2930efe52f0c3d80f9b668b54a62c32714a271ee9e6a2a.json
fish_003759175985_09501.png,Amphiprion_clarkii,1.0000,verified,66d7e662b6bb1b83ef4763fdb68648ed3ecd90575c7cf960ccca295d46c1839f.json
fish_003759485985_11349.png,Amphiprion_clarkii,0.9897,verified,e65d53ed514edf796180abb447ff6dacc749065c38fb6abb3ae3f3d78a060273.json
fish_003759805985_21102.png,Amphiprion_clarkii,0.9997,verified,00721db7b626cc9c6b48b70ebaf9ff0c231b7f777ecb1314b90fea1760e43951.json
fish_003903856329_10657.png,Amphiprion_clarkii,1.0000,verified,31a580f1c300ffb57f7267afb2ea9ce8e8aad6e2c789eef7eb19ab987453fe66.json
fish_004086076713_19855.png,Amphiprion_clarkii,1.0000,verified,b379251bc388588fd7c6938c83de4a5639152753d8e225c490e43fde5106d06b.json
fish_004086496713_24558.png,Amphiprion_clarkii,1.0000,verified,6b771a973eed1b4d08e9a210ca4718c00b4ba039d01316aa18d704d993135155.json
fish_004189186845_13394.png,Amphiprion_clarkii,0.9996,verified,28084744f0d5564fba703ba770859626c9efbc97b0188545544f6f55c6af4ce2.json
fish_004237086932_15821.png,Amphiprion_clarkii,0.9999,verified,393d68b1ee1e2dfdf418fcd46ea2f9d63ddc41c5f3d645b0a4f0f42e4407a1f8.json
fish_004237516932_11272.png,Amphiprion_clarkii,1.0000,verified,c08ab6cf4502268b24f46724e1158e23f307f564abf4882b392b43febae4afb9.json
fish_004237636932_20692.png,Amphiprion_clarkii,1.0000,verified,4f274b1eed685269520dd46274c7f8acad5d8de60044cb62cbd44b81f4097cbf.json
fish_004283416992_13648.png,Amphiprion_clarkii,1.0000,verified,f1ec86ebe77993b477fb47a79eafd9e5be34e90a4b9c440f988e9d3876dcbd28.json
fish_004285927001_22285.png,Amphiprion_clarkii,1.0000,verified,4eb2c6940bf9a7ecb3020b39ef25ed3ecf4843d7403f6f0c02971e1c4d094634.json
fish_004569337403_11042.png,Amphiprion_clarkii,0.9997,verified,8f93260a69a1216272a727de8ebd2804d1e2eaceae768e3964ee0d396475ed16.json
fish_003424725280_19349.png,Chaetodon_lunulatus,1.0000,verified,ed6910271a3e2bb25b24453b9ce2b57f760e5b470dd5d07e6045e90e695d6259.json
fish_003461225323_19390.png,Chaetodon_lunulatus,1.0000,verified,616eefa4d2b3ffd0b71fd5606e850d7c07860ac10c9cc2ac03ee7c2004587838.json
fish_003473265341_12601.png,Chaetodon_lunulatus,0.9998,verified,b981601f95eceb59d197e9c4aa162d67d24443bd3fa1137ff9a5783a76bf9e62.json
fish_003481635355_12573.png,Chaetodon_lunulatus,1.0000,verified,20cbeeaba3716bceda309a4761413af81cd00523ba24488cea3aef951e328295.json
fish_003481835355_25836.png,Chaetodon_lunulatus,1.0000,verified,4addbf807905f1d08fa0f3366c7a0d2cee3896b11eb69a459ef3c4bd79763b51.json
fish_003511415406_10924.png,Chaetodon_lunulatus,1.0000,verified,54e5aedf958aff7dcc36c0c1a8c2c756d2ca49b37f5a3c282a09d82708c34d87.json
fish_003533665426_11193.png,Chaetodon_lunulatus,1.0000,verified,3de9b8e61db5913888dd3c95d44266bd79f417818cc70ccb95494da7e7a92a02.json
fish_003588955576_19366.png,Chaetodon_lunulatus,1.0000,verified,9fe816b873c3ac0034aa27c597d7abcac48cb9c1b7ee4e0cde6297dafe9c829b.json
fish_003588955576_19387.png,Chaetodon_lunulatus,1.0000,verified,449e60e392e6544f4b7757efd407d75beba79e969a6b9e2327203f6b94520400.json
fish_003590215584_25687.png,Chaetodon_lunulatus,1.0000,verified,6952d67b50241175e420de8656e91b216c7514217a87af585ab32c22796cf49b.json
fish_003631525663_11600.png,Chaetodon_lunulatus,1.0000,verified,fb632458eb68a1077fa9e01bd159dfa706dd54a7b12246aad4bd64415f692108.json
fish_003631525663_22326.png,Chaetodon_lunulatus,1.0000,verified,e97a1513b44a0b80d9ed7099c3545d210466ac95de93b407e5548906124cc74e.json
fish_003631685663_11442.png,Chaetodon_lunulatus,1.0000,verified,5e19b3d83b1bbb378d8b73055243a3d7c435884e554a9efe221939530ee18a2f.json
fish_003631905663_20974.png,Chaetodon_lunulatus,1.0000,verified,bb73143a884c651ac305db00ceb56a85ff95b6160bda4991165e6c72986f0b97.json
fish_003903036328_25066.png,Chaetodon_lunulatus,1.0000,verified,15d749949f30d8dc5bcfec10fd7560778b9aaff511b6973f61db65b451da0255.json
fish_003903446328_13622.png,Chaetodon_lunulatus,1.0000,verified,46e382f13d7d70f6303a91997b64c9b331f8fb642b9e87d969273a28baad8431.json
fish_003903446328_15916.png,Chaetodon_lunulatus,1.0000,verified,6516e073257aaacb443ad66d11f06d2f0a34402b4cf1aeff05e0b7f9268bc587.json
fish_004191516853_25672.png,Chaetodon_lunulatus,1.0000,verified,fc85325e4d454c1d46f91746dae2d32d8321b4633250faa3ed94813fe1782ffc.json
fish_004191576853_25740.png,Chaetodon_lunulatus,0.9999,verified,dc97496cdb1472431c55cf74533a9f0f148dcb689c91b73f33fd5c8d455fa289.json
fish_004191606853_13539.png,Chaetodon_lunulatus,1.0000,verified,e1489b0b0c102dae203ac7909fbd00901981a86b14c7530256ad8612f1008c1c.json
fish_004262666961_21436.png,Chaetodon_lunulatus,1.0000,verified,1bbc63ad30853337992998cd1db44baf2b8f7ad4ec1bef99a2631e07627d75a3.json
fish_004262686961_13372.png,Chaetodon_lunulatus,1.0000,verified,bbe566277c90a9ed6045a18f7fe549e16c2d76242eba2fd1849e5a2aa4936b3a.json
fish_004262726961_13411.png,Chaetodon_lunulatus,1.0000,verified,b0850c2c68852081373df27f3fd441b73b5916f1d9bd6fd7320cbdf3beb62b01.json
fish_004263196961_10256.png,Chaetodon_lunulatus,1.0000,verified,2b0fdab3cfb1e8fbe2353483455fc577d5a2f54dffacd7e660fb58f631d9bd9c.json
fish_004283276991_23991.png,Chaetodon_lunulatus,1.0000,verified,951852389710e5cbee6b27aadbf23f1606651a9b11b1fb5b74d6e0cb0871f551.json
fish_004283406991_19598.png,Chaetodon_lunulatus,0.9991,verified,fc5c8d1dc913f06f7b4496d377b132eafedd7d88e1ab6af70b271adcee61c6d7.json
fish_004345617073_25889.png,Chaetodon_lunulatus,1.0000,verified,36d2df2e6b32104ebf51ce52feb9015f733c5c6b543c4f0136ec93bb9bc4376c.json
fish_004496577272_13402.png,Chaetodon_lunulatus,1.0000,verified,9dfc919609abe2dba323c02d91fb9023aff48c8259181f104829a917400099c4.json
fish_004496817272_19496.png,Chaetodon_lunulatus,1.0000,verified,6cfd1e4bfd1265a8ba55bc00045a27784cfceb5e2e41ccdc93aa24a467f96fcc.json
fish_004570877405_15963.png,Chaetodon_lunulatus,1.0000,verified,80dd77795ee3e47bdaf4d261a72d1cd7dd19e53f304d91078a89c5cf449ef359.json
fish_000000679596_03666.png,Chromis_chrysura,0.9983,verified,518e41f54825b25e918b8ab0d8a4c2cca2464f6d3f94cf1fdce50263a95f74cb.json
fish_000013110001_01094.png,Chromis_chrysura,0.9995,verified,cdd3b7306c7cc21785a2eba2caee8b8fffd9e91ae2a858911c72d6e0578de7d5.json
fish_000033680001_03116.png,Chromis_chrysura,0.9999,verified,90964531f73c95d002f2cc62e6cb6e8d3ce6cbc7fefdf48388d6eaf561769162.json
fish_000034050001_03210.png,Chromis_chrysura,0.5457,low_confidence,44ea72562f1ae86dcf7a08da76e155b9c46f35757caa5d8cfc30263e41a266cd.json
fish_000034760001_03312.png,Chromis_chrysura,0.9991,verified,3c5ddacff852599c8b5299f6d40323f6d5a74af73fa888b4083aaee4071dde97.json
fish_000039109596_04360.png,Chromis_chrysura,0.9918,verified,34513f96b7d4634ef995af153e80f3dcf22cdcc01bd29b3f887a0297b1a81532.json
fish_000040729596_04371.png,Chromis_chrysura,1.0000,verified,b5c640e2a69c706e032b0fe1a89ebf752bc3f195bf4dda67ffc1fe2001c20e8e.json
fish_000049539596_04546.png,Chromis_chrysura,0.8242,verified,7d1ae98d0c91ba1f8e96f48bd7bc16da15e5c6f354654d063d1c3440423c4984.json
fish_000065009596_04740.png,Chromis_chrysura,0.9981,verified,2e05a2c73d0ed208824f048fed99840cdde7c8ab2bf89b082d3238a80a454b9a.json
fish_000071759596_04976.png,Chromis_chrysura,0.9978,verified,10a1b2efa015605590c330756dc1f8cad27f0ec0d21ca8d8a547f26afd538d39.json
fish_003432895292_26019.png,Chromis_chrysura,0.9921,verified,d3d90720fd9af76fd382117fd6e58cee33b7692f9aaa8f706537b068ce0e6c26.json
fish_003444885304_12924.png,Chromis_chrysura,1.0000,verified,831a8535c11203613e7178fb60c5a20fa277b2b26a81630ba94828093ff6d710.json
fish_003446765305_22659.png,Chromis_chrysura,1.0000,verified,1a5b5ca77ca158c4fa86ba740f20fb8036f0125774c40fd67f52eb5f748ef1a2.json
fish_003447735305_20447.png,Chromis_chrysura,0.9982,verified,21dd7388cfecb30c6a8866199659fd93ae71f2cdfa8dfd4b01e8b9af382a7323.json
fish_003515705414_12610.png,Chromis_chrysura,1.0000,verified,2511c9f72cd8bb3672d70546fd75b02be0ff71476cec782a21e102869e5a74b7.json
fish_003548865463_26876.png,Chromis_chrysura,1.0000,verified,e8e13d51e34ed6f536fc95bc1a0fff4fdaf6939b02876e782b255c5153b6f304.json
fish_003839446184_14163.png,Chromis_chrysura,0.9894,verified,b26129bf8d5b0cb07375a001660ad39e2428e2aa41891c685f4f6fbb8f800fb1.json
fish_003839686184_14910.png,Chromis_chrysura,0.9999,verified,8739c10a01354351851bbaf5a36b7c6fa32e19ac1c3aa634711c47a9cbc167b1.json
fish_003926496379_14315.png,Chromis_chrysura,0.9976,verified,111f64f8841e1246282c51fb79f4ea3d57be56418928fdde0af3074d68f67479.json
fish_004214096890_17372.png,Chromis_chrysura,1.0000,verified,1c937b2fd28924e3b74c071de5c1c336ff9c6fd87b6d502ceea3adfcdfe64129.json
fish_004266346970_17959.png,Chromis_chrysura,0.9864,verified,e9c044e21dc55e30afc8a95be546478c5ccc93a7fe137cee827401b296bd557b.json
fish_004270116972_17254.png,Chromis_chrysura,0.9988,verified,448955ae75964978a80f49d98b42a9b7633f7a6405d571f476dd8e94c9ab0fb8.json
fish_004276846978_22014.png,Chromis_chrysura,1.0000,verified,50f3235275468586e4cc5f36bf95bc5506bbd04a84c118804e3c0e3cb960bdc0.json
fish_004314447038_24832.png,Chromis_chrysura,0.9997,verified,58ce8af7df9932e525c595826b9dc8765c8442482b53c3da977e16296acc07dd.json
fish_004342667064_17801.png,Chromis_chrysura,1.0000,verified,62587a8cd28c6f2f43b09371dfabae9e345f8c096ad4583aa399d6bd7fb3a5c7.json
fish_004388657119_14174.png,Chromis_chrysura,0.9998,verified,68a01c0d3dc86f36fc809609e46a035df6e64258fbf7386697fbd87e3f12adf6.json
fish_004444127197_15205.png,Chromis_chrysura,1.0000,verified,d1f9853a12239bfa45180c4d155c2f3b00f643b8a28133b04477b8d4f91b2aff.json
fish_004598317455_16918.png,Chromis_chrysura,1.0000,verified,b740a93c3d45cc174b36570841a54177c6ed3d692508e1fee559312c08d7226a.json
fish_421423689003_22812.png,Chromis_chrysura,0.9992,verified,480be99dd4995b7aa32364c730c93eb57fd5fdea60c220e5b5d180c98eec311a.json
fish_450284728603_15467.png,Chromis_chrysura,0.9999,verified,8c3ea5d223a1942cc3b70d1e1261fb26903680bf87a938dcb28f2f51577244ea.json
fish_000004280001_00064.png,Dascyllus_reticulatus,0.9733,verified,e74662f7f2d00ddc959fca6eedb0b26b40a5109f6c721361c35bb6cf2706e19d.json
fish_000007010001_00741.png,Dascyllus_reticulatus,0.8452,verified,64ad31201258ad17d0f4e84714a51e7da50e2360b4f11452d210845c5746542a.json
fish_000012739597_05155.png,Dascyllus_reticulatus,0.7413,verified,b1652b1bfb1a596f771108b9a01ae0dc2078c13e1da41731adb729227f2543e4.json
fish_000012739597_05163.png,Dascyllus_reticulatus,0.7711,verified,a47dd8800a918a6199ab9cd2e2761d22a28f787c05c87b5b60cdc1f650a25d94.json
fish_000017499598_05611.png,Dascyllus_reticulatus,0.6068,low_confidence,5ea0b19740e1d529ea0249b12c5da7ed6ab90a43b22b6886f95ab71fa2f91591.json
fish_000017750001_01684.png,Dascyllus_reticulatus,0.5035,low_confidence,79eb892aeed49ee22364cbe8c4faf64df1d59a50f93233c47262331b8ebc494a.json
fish_000027210001_02841.png,Dascyllus_reticulatus,0.9990,verified,cdb4848d738202a8ef1ca85d6633a42721c3c8ca6cfc35bdd187d52764494721.json
fish_000035090001_03395.png,Dascyllus_reticulatus,0.9995,verified,53cd1e44cd58f0f43953bbc3f11b099a0ff5802beb77b85d28b2121f138b2731.json
fish_000109159598_06948.png,Chromis_chrysura,0.6922,low_confidence,6e31019357dd30e357ec4ebd60cd35d33cdec7cb35651e3f84871dea60d24d49.json
fish_003426515286_19665.png,Chaetodon_lunulatus,0.3957,low_confidence,f5e2562f9f347f60ae0b7cf26f9453dbd7a21979da0fd3bf3fa121e84ba7ba72.json
fish_003434055293_21691.png,Dascyllus_reticulatus,0.9555,verified,9d95dbac37cbe1d2da383afd59e94b3e9c38c79ab560170bc9d73154566624c1.json
fish_003446985306_26084.png,Dascyllus_reticulatus,0.8281,verified,41cfb416575a129a13a5af568dede68628f6b4d322ab745f3ee6594376a81745.json
fish_003474025342_12248.png,Chromis_chrysura,0.5834,low_confidence,5bdeecf38d32bc33f2f6c6550619ccb1f27da05b5bc072472561e2e228143ccb.json
fish_003490345366_19662.png,Dascyllus_reticulatus,0.9976,verified,84cddb6c2bad9fe15f5414e6a3b52b23d66841a583daaa24621630cfd5a84785.json
fish_003556585482_16297.png,Dascyllus_reticulatus,0.9994,verified,096157b76cdbeed4abddd3a076ae8b5d775064bd0db47ccc8e095efaf84c2246.json
fish_003624835644_10368.png,Dascyllus_reticulatus,0.7513,verified,c6d4176e678838d541be95feb0b5738c60017767f9600a1490f9ceff161680db.json
fish_003651995728_22553.png,Chromis_chrysura,0.4322,low_confidence,c96687caf721d96a10779da484d41dfa932502c9c260d094257b866ab942e8e2.json
fish_003678585781_14930.png,Acanthurus_nigrofuscus,0.5959,low_confidence,5fac300ba91cb79f3ae0d152ffb04fa0bb554594b94b381b90ba48567e2c78e0.json
fish_003715345857_18880.png,Dascyllus_reticulatus,1.0000,verified,279398b3ac78679ba1e1d1b24e0927b9fb15b1221b00fa261fe07973d413057d.json
fish_003796626085_21046.png,Dascyllus_reticulatus,0.9999,verified,d8d3c394654aee946f32da061910e7a971a3cea71394909cb0908ae3f5792786.json
fish_003838486180_24548.png,Dascyllus_reticulatus,0.8938,verified,21c7093f24f555f068465de10fad2dc40cac79036ba94d7d4f38af1234be1195.json
fish_003943566429_27251.png,Chromis_chrysura,0.5302,low_confidence,20eb714e3fdcfd9594e9bd055e07b7985bbedb003bb753fc1e197ecd3bf148c0.json
fish_004127236756_20667.png,Dascyllus_reticulatus,0.7030,verified,b31ce8b671850af632f4daeaa7f1b856740a0a381019d60a0c3e8c80db2aab2a.json
fish_004236486931_23684.png,Dascyllus_reticulatus,0.9966,verified,c4e581fe12e612b204fe525ee133316f72bdaa58986ed2624d19fcca48ab4107.json
fish_004286577004_22487.png,Acanthurus_nigrofuscus,0.9253,verified,dcbc5d21108c6f8060162d6b8fbf0bbebb783c4c5ade366b1c8190f6255ef916.json
fish_004358727102_18964.png,Dascyllus_reticulatus,0.9987,verified,5b13a3f5dea4145fe3bbca2a6c63954a5998542b65267b42e82ccf9a82ce05a4.json
fish_004414267149_09655.png,Dascyllus_reticulatus,0.9884,verified,02bc06f99f516000c67e0d32beeb3eb308dfa8b294e821aabc130f9b4504b497.json
fish_004436097192_16823.png,Dascyllus_reticulatus,0.9993,verified,ef97cd8f60a0bc820b497c447af461e33257d99b9e6be59777073b814c54dd24.json
fish_004465317252_25308.png,Chromis_chrysura,0.4766,low_confidence,b9b2766fb785c6f7aca4e363e07d4f38dea3e09b97d23fe510d5e852cd273860.json
fish_004521457324_16677.png,Dascyllus_reticulatus,0.9995,verified,df78345f09f06e0a474a111d071b4ef0cdfe158082390e6f926b0c45034015c4.json
fish_000027490001_02922.png,Hemigymnus_fasciatus,1.0000,verified,0b27b99ea8d4b0f27694f3a11e2c6437b240b9e41a993bb5c187bdc37f29abea.json
fish_000027490001_02924.png,Hemigymnus_fasciatus,1.0000,verified,04a8acafc5feab89e1cd9e88014ba4e4680094c2fda9fe25286f29f31ac6140b.json
fish_000052479598_06003.png,Hemigymnus_fasciatus,0.9999,verified,48c7a2d5e302b3747f0c44db6ccb4d2f5e032c8a7f1129cdc1e979a715dc30bf.json
fish_003381265211_26615.png,Hemigymnus_fasciatus,0.9999,verified,27560c9f0f6cfdf8c4ff3038a138d0eb653012eee4b4c93b44ff8110bc32f836.json
fish_003485995363_17712.png,Hemigymnus_fasciatus,1.0000,verified,74cb47323be4c96928e31b1270c209b26ea3ea04fc6dab42ccff3d8e96410a28.json
fish_003486045363_11679.png,Hemigymnus_fasciatus,1.0000,verified,cf2d0041686bbabbc8e38982b9451289f482827658ba8b294b53f7ba0e1dfba3.json
fish_003486045363_20899.png,Hemigymnus_fasciatus,1.0000,verified,2928f16afcdb634411190f243b487f0f12ceb119f7075b6454d674aa95f0ea49.json
fish_003527495419_17954.png,Hemigymnus_fasciatus,1.0000,verified,daecdfefebd3ece1b112534e52c070351233b57acbb791ffcf91f8f50a358084.json
fish_003527595419_09667.png,Hemigymnus_fasciatus,1.0000,verified,08c6ed9093782d107c4e0147933889bd891007b641294c32135ad6f5ccd52c55.json
fish_003527595419_22300.png,Hemigymnus_fasciatus,1.0000,verified,24b839217654616d448f444ec5b6111f62f667daeb7e83d87236c12d461f845a.json
fish_003541715448_09697.png,Hemigymnus_fasciatus,1.0000,verified,b47b924339f8426528da68d9235b13db9ec39e37e282f4c083a2c07249aa4dab.json
fish_003541765448_24311.png,Myripristis_kuntee,0.6030,low_confidence,16852210646b211844e124e40f2fb7085caff8d55acd923c9daca63b82cd0b12.json
fish_003738765907_21775.png,Hemigymnus_fasciatus,1.0000,verified,736b6ed212afa0e3912b14cff337448cb0e1308587fa9bcb6c59442a4c8e122d.json
fish_003790936075_24578.png,Hemigymnus_fasciatus,0.9999,verified,0ec10e7128315c261c9d7d9e56c11857a8bf359ea00b878ab5a58aa30d3623ed.json
fish_003917936356_09698.png,Hemigymnus_fasciatus,1.0000,verified,0cfd0f0459a953521481f68e3fa7fc9afc26a3803258f0e8f84b33b924851bfa.json
fish_004093696723_09683.png,Hemigymnus_fasciatus,0.9999,verified,bb594619c60eec46a9386acfc527338549c563b6d3ddb8e2a5b78d4fc3da35d5.json
fish_004220766902_11357.png,Hemigymnus_fasciatus,0.9998,verified,e33cc49d94c20a78274bb5b89b71b2ddbeefce2c405bdd32cf04e0f265cfd59c.json
fish_004264286965_26596.png,Hemigymnus_fasciatus,1.0000,verified,ca6cf418a37f93a70155f69425afea5e01501f8e0ca9153efbdf364cf52d99dc.json
fish_004264286965_26599.png,Hemigymnus_fasciatus,1.0000,verified,530873870dc1100cb9328ed7972164339d6d568ff30cc4cfb8fa46a9a9164154.json
fish_004413297149_11362.png,Hemigymnus_fasciatus,1.0000,verified,c82b97d8d1f658efb66981533acc9e8694d48d6e241b7b58e71304f6f2907628.json
fish_004413297149_17946.png,Hemigymnus_fasciatus,1.0000,verified,62e17415fa151bab9388d87e270e4f7d150e9e2e1225b2d2c2a3a56ecfb550e6.json
fish_004413297149_22722.png,Hemigymnus_fasciatus,1.0000,verified,9d4bc2018d60724c5301d14c94875b36965cadb083cf61cc6234c5e9365c229f.json
fish_004442477196_13838.png,Hemigymnus_fasciatus,0.9998,verified,8e2757a177efff89bcf04e418beef0361b9b57d385cba6014d574ae4c880884e.json
fish_004442477196_14747.png,Hemigymnus_fasciatus,0.9999,verified,66258bac85af7c71319c9c0b55dcc05f5d56e58a12e135fceadc054f4cc10735.json
fish_004475087254_15824.png,Hemigymnus_fasciatus,1.0000,verified,fb93f67a25775cf55d86935f73af7491d38bc9e3aac9ca5db9a13cc474dddc4c.json
fish_004503047286_09963.png,Hemigymnus_fasciatus,1.0000,verified,768eb7b00965b7ee3f0287b3f7225d474f866afcee8a74bcc16a90de36c203b1.json
